                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    382,                0.58954,                 1.2568,                 0.3882,                0.94287,                0.87254,                 0.6961,                0.76228,                0.55917,                0.86112,                0.68356,                0.74306,                0.45074,                 1.0011,                 2.2506,                0.84601,                 1.3197,               0.002476,               0.002476,               0.002476
                    383,                0.58601,                 1.2459,                0.38435,                0.93711,                0.87156,                 0.6963,                0.76209,                0.55948,                0.85961,                0.68541,                0.74308,                 0.4513,                  1.001,                 2.2504,                0.84599,                 1.3194,              0.0024562,              0.0024562,              0.0024562
                    384,                0.59087,                 1.2445,                0.38455,                0.94042,                0.85683,                 0.7042,                0.76204,                0.55971,                0.85843,                0.68551,                0.74283,                0.45116,                 1.0013,                 2.2523,                0.84505,                 1.3205,              0.0024364,              0.0024364,              0.0024364
                    385,                0.58428,                 1.2336,                0.38021,                0.93957,                0.85703,                0.70534,                0.76197,                 0.5599,                0.86047,                0.68449,                0.74285,                0.45127,                 1.0015,                 2.2512,                0.84538,                 1.3205,              0.0024166,              0.0024166,              0.0024166
                    386,                0.58537,                 1.2364,                0.38277,                0.93968,                0.85865,                0.70476,                0.76144,                0.56047,                0.85823,                0.68626,                0.74288,                0.45181,                 1.0008,                 2.2498,                0.84611,                 1.3199,              0.0023968,              0.0023968,              0.0023968
                    387,                0.58019,                 1.2312,                0.37796,                0.93194,                0.85668,                0.70538,                0.76014,                 0.5599,                0.86046,                0.68541,                0.74381,                0.45186,                 1.0002,                 2.2507,                0.84566,                 1.3196,               0.002377,               0.002377,               0.002377
                    388,                0.58335,                 1.2432,                0.38358,                0.93729,                0.85612,                0.70568,                0.76026,                0.55981,                0.84259,                0.69493,                0.74254,                0.45168,                 1.0001,                 2.2503,                0.84549,                 1.3193,              0.0023572,              0.0023572,              0.0023572
                    389,                0.57831,                  1.238,                 0.3819,                0.93818,                 0.8574,                0.70565,                0.75996,                 0.5598,                 0.8455,                0.69524,                0.74302,                0.45245,                0.99957,                 2.2507,                0.84543,                 1.3194,              0.0023374,              0.0023374,              0.0023374
                    390,                0.57184,                 1.2256,                0.37862,                0.93541,                0.85747,                0.70507,                0.75997,                0.55988,                0.84663,                0.69616,                0.74409,                0.45291,                0.99971,                 2.2525,                0.84549,                 1.3204,              0.0023176,              0.0023176,              0.0023176
                    391,                0.58097,                 1.2328,                0.37958,                0.93684,                0.85779,                0.70445,                0.75999,                 0.5601,                0.84695,                0.69555,                 0.7439,                0.45282,                0.99997,                 2.2528,                0.84488,                 1.3207,              0.0022978,              0.0022978,              0.0022978
                    392,                 0.5807,                  1.231,                0.37968,                0.93581,                0.85699,                0.70513,                0.76015,                0.55995,                0.84629,                0.69585,                0.74315,                0.45189,                0.99914,                 2.2521,                0.84495,                 1.3198,               0.002278,               0.002278,               0.002278
                    393,                0.57604,                  1.226,                0.37275,                0.93568,                0.85817,                0.70453,                  0.761,                0.56048,                0.84753,                0.69555,                0.74357,                0.45262,                 0.9992,                 2.2518,                0.84515,                 1.3205,              0.0022582,              0.0022582,              0.0022582
                    394,                0.57541,                 1.2333,                 0.3783,                 0.9384,                0.85881,                0.70451,                 0.7608,                0.56082,                0.84795,                0.69524,                0.74337,                 0.4525,                0.99986,                 2.2526,                 0.8462,                  1.322,              0.0022384,              0.0022384,              0.0022384
                    395,                0.58029,                 1.2318,                0.37914,                0.93775,                0.86071,                0.70415,                 0.7612,                0.56113,                0.85036,                0.69482,                0.74298,                0.45205,                0.99921,                 2.2555,                0.84547,                 1.3215,              0.0022186,              0.0022186,              0.0022186
                    396,                0.57655,                 1.2342,                0.37803,                0.93572,                0.86129,                0.70445,                0.76054,                0.56112,                0.85112,                0.69493,                0.74343,                0.45248,                0.99855,                  2.256,                0.84632,                  1.321,              0.0021988,              0.0021988,              0.0021988
                    397,                0.57581,                 1.2216,                0.37143,                0.93416,                0.86376,                0.70292,                0.75989,                  0.561,                0.85173,                0.69493,                0.74347,                0.45253,                0.99903,                 2.2566,                0.84693,                 1.3216,               0.002179,               0.002179,               0.002179
                    398,                0.57269,                 1.2221,                0.37269,                0.93226,                0.86319,                0.70364,                0.76089,                0.56155,                0.85246,                0.69462,                0.74376,                0.45249,                0.99864,                 2.2565,                0.84709,                 1.3214,              0.0021592,              0.0021592,              0.0021592
                    399,                0.57533,                 1.2221,                0.37587,                0.93373,                0.86063,                0.70538,                0.76085,                 0.5614,                0.84807,                0.69626,                0.74307,                0.45299,                0.99781,                 2.2539,                0.84699,                 1.3205,              0.0021394,              0.0021394,              0.0021394
                    400,                0.57406,                 1.2316,                0.38177,                0.93967,                0.86305,                0.70476,                0.76088,                 0.5618,                0.84852,                0.69739,                0.74365,                0.45319,                0.99698,                  2.254,                0.84654,                 1.3202,              0.0021196,              0.0021196,              0.0021196
                    401,                0.57278,                 1.2187,                0.37041,                0.93041,                0.86499,                0.70353,                0.76072,                0.56186,                0.85088,                0.69421,                 0.7432,                0.45357,                0.99638,                 2.2561,                0.84728,                 1.3195,              0.0020998,              0.0020998,              0.0020998
                    402,                0.56816,                  1.207,                0.37242,                0.92685,                0.86654,                0.70214,                0.76076,                  0.562,                0.85158,                0.69452,                0.74352,                0.45358,                0.99676,                 2.2571,                0.84739,                   1.32,                0.00208,                0.00208,                0.00208
                    403,                0.56954,                 1.2104,                0.37267,                0.92888,                0.86503,                0.70323,                0.76039,                0.56166,                0.85399,                 0.6937,                0.74345,                0.45393,                0.99667,                 2.2587,                0.84749,                 1.3203,              0.0020602,              0.0020602,              0.0020602
                    404,                0.57103,                  1.209,                0.37119,                0.93618,                0.86357,                0.70353,                0.76042,                 0.5617,                0.85157,                0.69432,                0.74353,                0.45382,                0.99702,                 2.2594,                0.84709,                 1.3216,              0.0020404,              0.0020404,              0.0020404
                    405,                0.56458,                 1.2002,                0.36836,                0.93069,                0.86507,                0.70318,                0.76053,                0.56163,                0.85247,                 0.6937,                0.74359,                 0.4536,                0.99704,                  2.259,                 0.8472,                 1.3215,              0.0020206,              0.0020206,              0.0020206
                    406,                  0.568,                 1.2109,                 0.3724,                0.93256,                0.86431,                0.70251,                0.76034,                0.56169,                0.85279,                 0.6937,                0.74349,                0.45388,                0.99613,                 2.2595,                0.84696,                 1.3207,              0.0020008,              0.0020008,              0.0020008
                    407,                0.56725,                 1.1942,                 0.3723,                0.93071,                0.86473,                0.70111,                0.76025,                0.56202,                0.85267,                0.69094,                0.74272,                0.45386,                0.99586,                 2.2599,                0.84748,                 1.3203,               0.001981,               0.001981,               0.001981
                    408,                0.55692,                  1.186,                 0.3666,                0.92828,                 0.8651,                 0.7014,                0.76063,                0.56211,                0.85643,                0.69124,                0.74414,                0.45412,                0.99483,                 2.2604,                0.84777,                 1.3196,              0.0019612,              0.0019612,              0.0019612
                    409,                0.56854,                 1.2004,                0.37076,                0.93156,                0.86764,                0.70085,                 0.7606,                0.56201,                0.85593,                0.69094,                0.74311,                0.45421,                0.99478,                 2.2604,                0.84727,                 1.3202,              0.0019414,              0.0019414,              0.0019414
                    410,                0.56474,                 1.2051,                0.36505,                0.92924,                0.86561,                0.70247,                0.76044,                  0.562,                0.85652,                0.69139,                0.74447,                0.45485,                0.99476,                 2.2601,                 0.8459,                 1.3204,              0.0019216,              0.0019216,              0.0019216
                    411,                0.56346,                 1.1913,                0.36137,                0.92978,                0.86601,                 0.7029,                 0.7604,                0.56174,                0.85754,                0.69124,                0.74365,                0.45488,                0.99456,                 2.2608,                0.84732,                 1.3208,              0.0019018,              0.0019018,              0.0019018
                    412,                0.55946,                 1.2016,                0.36815,                0.92629,                0.86659,                0.70244,                0.76029,                0.56196,                0.85883,                0.69153,                0.74407,                0.45494,                0.99436,                 2.2612,                0.84665,                 1.3209,               0.001882,               0.001882,               0.001882
                    413,                0.55682,                  1.199,                0.36554,                 0.9284,                0.86708,                0.70341,                0.76123,                0.56228,                0.85916,                0.69186,                0.74381,                0.45504,                0.99451,                 2.2615,                0.84716,                 1.3212,              0.0018622,              0.0018622,              0.0018622
                    414,                0.55592,                 1.1949,                0.36178,                0.92785,                0.86615,                0.70374,                0.76065,                0.56232,                0.85984,                0.69124,                0.74411,                0.45503,                0.99403,                  2.259,                0.84665,                 1.3212,              0.0018424,              0.0018424,              0.0018424
                    415,                0.56412,                 1.1975,                0.36739,                0.92764,                0.86619,                0.70403,                0.76111,                0.56255,                0.86013,                0.69149,                0.74415,                0.45499,                 0.9934,                 2.2585,                0.84662,                 1.3209,              0.0018226,              0.0018226,              0.0018226
                    416,                0.55074,                 1.1749,                0.35879,                0.92525,                0.86805,                  0.702,                0.76112,                0.56305,                0.86005,                0.69124,                0.74452,                0.45494,                 0.9922,                 2.2594,                0.84678,                 1.3198,              0.0018028,              0.0018028,              0.0018028
                    417,                0.55524,                 1.1759,                0.36357,                0.92721,                0.86993,                  0.702,                0.76119,                0.56283,                0.85935,                0.69094,                0.74348,                0.45517,                0.99205,                  2.261,                0.84639,                 1.3198,               0.001783,               0.001783,               0.001783
                    418,                0.55922,                 1.1871,                0.36564,                0.92984,                0.86779,                0.70384,                0.76142,                0.56299,                0.85843,                0.69032,                0.74346,                0.45504,                0.99178,                 2.2612,                0.84658,                 1.3197,              0.0017632,              0.0017632,              0.0017632
                    419,                0.55847,                 1.1819,                0.36415,                0.93066,                 0.8679,                0.70353,                0.76199,                0.56303,                0.85896,                0.69039,                 0.7436,                0.45479,                0.99106,                 2.2613,                 0.8469,                 1.3194,              0.0017434,              0.0017434,              0.0017434
                    420,                0.55419,                  1.187,                0.36308,                0.92887,                0.87141,                0.70138,                0.76216,                0.56348,                0.85904,                0.69086,                0.74357,                0.45519,                0.99056,                 2.2622,                0.84648,                 1.3196,              0.0017236,              0.0017236,              0.0017236
                    421,                 0.5606,                 1.1885,                0.36122,                0.92837,                0.87204,                0.70108,                0.76231,                0.56335,                0.86002,                0.69081,                 0.7442,                0.45535,                0.99072,                  2.263,                0.84784,                 1.3199,              0.0017038,              0.0017038,              0.0017038
                    422,                0.55139,                 1.1729,                0.35909,                0.92349,                0.87097,                0.70169,                0.76251,                0.56345,                0.85862,                0.69032,                0.74354,                0.45476,                0.99004,                  2.262,                0.84729,                 1.3196,               0.001684,               0.001684,               0.001684
                    423,                0.55751,                 1.1788,                0.36381,                0.93101,                0.87123,                  0.702,                 0.7627,                0.56373,                 0.8594,                0.69155,                0.74457,                0.45566,                 0.9895,                 2.2615,                0.84694,                  1.319,              0.0016642,              0.0016642,              0.0016642
                    424,                0.55024,                 1.1708,                0.35919,                0.92339,                0.87029,                0.70261,                0.76343,                0.56399,                0.85779,                0.69186,                0.74492,                0.45588,                0.98906,                 2.2627,                0.84688,                 1.3187,              0.0016444,              0.0016444,              0.0016444
                    425,                0.54869,                 1.1808,                0.36362,                0.92255,                0.86998,                0.70306,                0.76315,                0.56403,                0.85761,                0.69278,                0.74453,                0.45622,                0.98905,                 2.2639,                0.84645,                 1.3185,              0.0016246,              0.0016246,              0.0016246
                    426,                0.54274,                 1.1694,                0.35506,                0.91772,                0.86935,                0.70324,                0.76344,                0.56432,                0.85743,                0.69309,                0.74453,                 0.4564,                0.98872,                 2.2644,                0.84647,                 1.3182,              0.0016048,              0.0016048,              0.0016048
                    427,                0.55014,                 1.1764,                 0.3631,                0.92472,                0.86782,                0.70476,                0.76367,                0.56454,                0.85648,                0.69493,                0.74441,                0.45647,                0.98825,                 2.2639,                0.84616,                 1.3184,               0.001585,               0.001585,               0.001585
                    428,                0.54558,                 1.1703,                 0.3592,                0.92241,                0.86757,                0.70476,                0.76384,                0.56487,                0.85584,                0.69432,                0.74455,                 0.4569,                0.98767,                  2.267,                0.84618,                 1.3181,              0.0015652,              0.0015652,              0.0015652
                    429,                0.55194,                  1.175,                0.36035,                0.92776,                0.86827,                0.70469,                0.76384,                0.56524,                0.85614,                0.69474,                0.74486,                0.45713,                0.98759,                 2.2664,                0.84693,                 1.3183,              0.0015454,              0.0015454,              0.0015454
                    430,                0.54793,                 1.1725,                0.36071,                0.92858,                0.86764,                0.70486,                0.76426,                0.56573,                0.85629,                0.69432,                0.74395,                0.45679,                 0.9871,                 2.2676,                0.84629,                 1.3184,              0.0015256,              0.0015256,              0.0015256
                    431,                0.54263,                 1.1557,                0.35308,                0.92095,                0.86771,                0.70476,                  0.764,                0.56552,                0.85643,                0.69458,                0.74406,                0.45704,                 0.9872,                 2.2677,                0.84642,                 1.3187,              0.0015058,              0.0015058,              0.0015058
                    432,                0.54002,                 1.1518,                 0.3544,                0.92198,                0.86798,                0.70494,                0.76384,                0.56549,                0.85627,                0.69548,                0.74426,                0.45744,                0.98718,                 2.2657,                0.84627,                 1.3187,               0.001486,               0.001486,               0.001486
                    433,                0.54495,                 1.1663,                0.35666,                0.92342,                0.86549,                0.70599,                0.76376,                0.56556,                0.85595,                0.69493,                0.74413,                0.45715,                0.98675,                 2.2664,                0.84611,                 1.3188,              0.0014662,              0.0014662,              0.0014662
                    434,                0.53737,                 1.1565,                0.35187,                 0.9195,                0.86547,                0.70557,                0.76363,                0.56538,                0.85479,                0.69493,                0.74386,                0.45708,                0.98686,                 2.2674,                0.84586,                  1.319,              0.0014464,              0.0014464,              0.0014464
                    435,                0.54689,                  1.163,                0.36214,                0.92408,                0.86473,                0.70661,                0.76364,                0.56572,                0.85503,                0.69524,                0.74416,                0.45749,                0.98721,                 2.2677,                0.84598,                 1.3199,              0.0014266,              0.0014266,              0.0014266
                    436,                0.54374,                 1.1658,                0.36024,                0.92523,                0.86333,                0.70641,                 0.7637,                0.56557,                0.85414,                0.69585,                0.74447,                0.45727,                0.98659,                 2.2684,                0.84501,                 1.3196,              0.0014068,              0.0014068,              0.0014068
                    437,                0.54299,                 1.1651,                0.35429,                0.92005,                0.86327,                 0.7063,                0.76408,                0.56571,                0.85381,                0.69555,                0.74377,                0.45716,                0.98612,                 2.2691,                0.84398,                 1.3198,               0.001387,               0.001387,               0.001387
                    438,                0.54017,                 1.1547,                0.35547,                0.92271,                0.86596,                0.70599,                 0.7643,                0.56616,                0.85332,                0.69555,                0.74375,                0.45699,                0.98595,                 2.2687,                0.84394,                 1.3197,              0.0013672,              0.0013672,              0.0013672
                    439,                0.53828,                 1.1529,                0.35156,                0.92444,                0.86683,                0.70592,                0.76412,                0.56659,                0.85428,                 0.6952,                0.74414,                0.45734,                0.98528,                 2.2694,                0.84342,                 1.3194,              0.0013474,              0.0013474,              0.0013474
                    440,                0.53681,                  1.154,                0.35368,                0.92187,                0.86728,                0.70538,                0.76458,                0.56637,                0.85484,                0.69473,                0.74411,                0.45691,                0.98514,                 2.2694,                0.84332,                 1.3196,              0.0013276,              0.0013276,              0.0013276
                    441,                0.53001,                  1.147,                0.34723,                0.92098,                0.86687,                0.70476,                0.76427,                0.56656,                0.85395,                0.69401,                 0.7438,                0.45755,                0.98414,                 2.2724,                0.84274,                 1.3188,              0.0013078,              0.0013078,              0.0013078
                    442,                0.53543,                 1.1431,                0.34962,                 0.9196,                0.86615,                0.70507,                0.76457,                0.56684,                0.85303,                0.69432,                0.74488,                0.45721,                0.98384,                 2.2727,                0.84181,                 1.3191,               0.001288,               0.001288,               0.001288
                    443,                0.53633,                 1.1483,                0.35085,                0.92091,                0.86541,                0.70691,                0.76492,                0.56671,                 0.8532,                0.69462,                0.74525,                0.45741,                0.98435,                 2.2727,                0.84091,                 1.3208,              0.0012682,              0.0012682,              0.0012682
                    444,                0.53309,                 1.1522,                0.34868,                0.91869,                0.86589,                0.70618,                0.76487,                 0.5666,                0.85262,                0.69494,                0.74458,                0.45765,                0.98372,                 2.2724,                 0.8401,                  1.321,              0.0012484,              0.0012484,              0.0012484
                    445,                0.53619,                 1.1545,                0.34898,                0.92153,                0.86524,                0.70691,                0.76482,                0.56672,                 0.8526,                0.69555,                0.74463,                0.45752,                0.98434,                 2.2731,                0.83967,                 1.3225,              0.0012286,              0.0012286,              0.0012286
                    446,                 0.5347,                 1.1492,                 0.3533,                0.92138,                0.86413,                 0.7073,                0.76459,                0.56658,                0.85315,                0.69555,                0.74452,                0.45735,                0.98392,                 2.2742,                0.84002,                 1.3226,              0.0012088,              0.0012088,              0.0012088
                    447,                 0.5341,                  1.138,                0.34818,                0.91973,                0.86394,                0.70811,                0.76461,                0.56702,                0.85263,                0.69585,                0.74483,                0.45784,                0.98357,                 2.2746,                0.83927,                 1.3229,               0.001189,               0.001189,               0.001189
                    448,                0.52588,                 1.1339,                 0.3455,                0.91815,                0.86489,                  0.708,                0.76493,                0.56692,                 0.8535,                0.69616,                 0.7453,                0.45752,                0.98351,                 2.2757,                0.83924,                 1.3231,              0.0011692,              0.0011692,              0.0011692
                    449,                0.53097,                 1.1457,                0.34747,                0.91896,                0.86458,                0.70783,                0.76501,                0.56709,                0.85336,                0.69616,                0.74627,                0.45748,                0.98263,                 2.2765,                0.83867,                 1.3228,              0.0011494,              0.0011494,              0.0011494
                    450,                0.53449,                 1.1469,                0.35222,                0.92247,                0.86468,                0.70814,                0.76499,                0.56725,                0.85335,                0.69719,                0.74688,                0.45806,                0.98254,                 2.2773,                0.83886,                 1.3229,              0.0011296,              0.0011296,              0.0011296
                    451,                0.52844,                 1.1336,                0.34525,                0.91627,                 0.8631,                 0.7089,                0.76498,                0.56742,                0.84965,                0.69794,                0.74631,                0.45773,                0.98227,                 2.2783,                0.83849,                 1.3234,              0.0011098,              0.0011098,              0.0011098
                    452,                0.52524,                 1.1269,                0.34438,                 0.9173,                0.86308,                0.70877,                0.76518,                0.56756,                0.85112,                0.69862,                 0.7467,                0.45759,                0.98219,                 2.2791,                 0.8398,                 1.3236,                0.00109,                0.00109,                0.00109
                    453,                0.52972,                 1.1387,                0.34623,                0.91868,                0.86386,                0.70906,                0.76528,                0.56773,                0.85103,                0.69831,                0.74584,                0.45805,                0.98216,                 2.2797,                0.84026,                 1.3239,              0.0010702,              0.0010702,              0.0010702
                    454,                0.53164,                 1.1441,                0.34733,                0.92114,                0.86353,                0.70955,                0.76518,                0.56779,                0.85119,                0.69942,                0.74717,                0.45782,                0.98225,                  2.281,                0.83907,                 1.3243,              0.0010504,              0.0010504,              0.0010504
                    455,                0.52892,                 1.1314,                0.34416,                0.91842,                0.86189,                0.70998,                0.76496,                0.56758,                0.85319,                0.69812,                0.74649,                0.45746,                0.98151,                 2.2814,                0.83861,                 1.3238,              0.0010306,              0.0010306,              0.0010306
                    456,                0.52725,                 1.1232,                0.34158,                0.91602,                 0.8635,                0.70906,                0.76515,                0.56772,                0.85284,                0.69892,                 0.7471,                0.45775,                  0.981,                 2.2818,                0.83848,                 1.3239,              0.0010108,              0.0010108,              0.0010108
                    457,                0.52117,                 1.1311,                0.34489,                0.91901,                0.86296,                0.70998,                0.76515,                0.56768,                0.85325,                0.69845,                0.74602,                0.45749,                0.98089,                 2.2828,                0.83811,                 1.3241,               0.000991,               0.000991,               0.000991
                    458,                0.52598,                 1.1372,                0.34524,                0.91851,                0.86428,                 0.7102,                0.76528,                0.56777,                0.85269,                0.69892,                0.74581,                0.45765,                0.98044,                 2.2837,                0.83793,                 1.3242,              0.0009712,              0.0009712,              0.0009712
                    459,                0.52476,                  1.122,                0.34073,                0.91515,                0.86476,                0.70918,                0.76535,                0.56785,                0.85263,                0.69852,                0.74527,                0.45754,                0.98051,                 2.2849,                0.83783,                 1.3248,              0.0009514,              0.0009514,              0.0009514
                    460,                0.52141,                 1.1311,                0.34436,                  0.917,                0.86502,                0.70968,                0.76552,                 0.5683,                0.85349,                0.69978,                 0.7464,                0.45844,                0.98053,                 2.2862,                0.83771,                 1.3248,              0.0009316,              0.0009316,              0.0009316
                    461,                0.51937,                 1.1135,                0.33954,                0.91475,                0.86515,                0.70959,                0.76569,                0.56807,                0.85396,                0.69831,                0.74639,                 0.4583,                0.98016,                  2.287,                 0.8374,                 1.3252,              0.0009118,              0.0009118,              0.0009118
                    462,                0.52316,                 1.1189,                0.34034,                0.92046,                0.86569,                0.70937,                0.76563,                0.56778,                0.85355,                0.69831,                0.74567,                 0.4582,                 0.9792,                 2.2873,                0.83723,                 1.3247,               0.000892,               0.000892,               0.000892
                    463,                0.51832,                 1.1195,                0.33925,                 0.9139,                0.86531,                0.70937,                0.76576,                0.56766,                0.85413,                0.69831,                0.74631,                0.45831,                0.97929,                 2.2893,                 0.8368,                 1.3253,              0.0008722,              0.0008722,              0.0008722
                    464,                0.51537,                 1.1165,                0.33728,                0.91245,                0.86417,                0.70949,                0.76581,                0.56803,                0.85206,                0.69893,                0.74681,                0.45839,                 0.9794,                 2.2908,                0.83639,                 1.3261,              0.0008524,              0.0008524,              0.0008524
                    465,                0.51935,                 1.1218,                0.34019,                0.91775,                0.86423,                0.70998,                0.76582,                0.56773,                0.85323,                0.69862,                0.74704,                0.45868,                0.97932,                 2.2921,                0.83629,                 1.3265,              0.0008326,              0.0008326,              0.0008326
                    466,                0.52274,                 1.1192,                 0.3378,                0.91928,                0.86346,                0.70998,                0.76568,                0.56764,                0.85191,                0.69892,                0.74699,                 0.4587,                0.97924,                 2.2934,                0.83673,                  1.327,              0.0008128,              0.0008128,              0.0008128
                    467,                0.51561,                 1.1124,                0.33828,                0.91307,                  0.864,                0.71029,                 0.7663,                0.56773,                0.85168,                0.69831,                0.74549,                0.45847,                 0.9793,                 2.2948,                0.83642,                 1.3275,               0.000793,               0.000793,               0.000793
                    468,                 0.5142,                 1.1152,                0.33688,                0.91552,                0.86224,                0.70998,                0.76543,                 0.5677,                0.85105,                0.69892,                0.74528,                0.45829,                0.97909,                 2.2962,                0.83603,                 1.3277,              0.0007732,              0.0007732,              0.0007732
                    469,                0.52229,                 1.1129,                0.34008,                0.91687,                 0.8632,                0.70949,                0.76587,                0.56788,                0.85078,                 0.6989,                0.74543,                0.45879,                0.97914,                  2.297,                0.83533,                 1.3284,              0.0007534,              0.0007534,              0.0007534
                    470,                0.52014,                 1.1191,                0.34102,                0.91756,                0.86295,                0.70991,                0.76566,                0.56776,                0.85133,                0.69862,                0.74545,                0.45859,                0.97879,                 2.2976,                0.83451,                 1.3282,              0.0007336,              0.0007336,              0.0007336
                    471,                0.51628,                 1.1081,                0.33575,                0.91265,                 0.8622,                0.70968,                0.76572,                0.56785,                0.85064,                0.69923,                0.74501,                0.45867,                0.97865,                 2.2991,                0.83424,                 1.3285,              0.0007138,              0.0007138,              0.0007138
                    472,                0.51547,                  1.107,                 0.3355,                 0.9128,                 0.8624,                0.70968,                0.76575,                0.56783,                0.85151,                0.69943,                0.74546,                 0.4594,                0.97891,                 2.3003,                0.83394,                 1.3289,               0.000694,               0.000694,               0.000694
                    473,                 0.5147,                  1.116,                0.33811,                0.91593,                0.86235,                0.70968,                 0.7658,                0.56812,                0.85092,                0.69892,                0.74494,                 0.4589,                0.97855,                 2.3015,                0.83359,                 1.3291,              0.0006742,              0.0006742,              0.0006742
                    474,                0.51175,                 1.1006,                0.33176,                 0.9125,                0.86104,                0.71008,                0.76581,                0.56794,                 0.8509,                0.69892,                 0.7452,                0.45926,                0.97875,                 2.3027,                0.83292,                 1.3296,              0.0006544,              0.0006544,              0.0006544
                    475,                0.51393,                  1.114,                0.33579,                0.91453,                 0.8609,                0.71029,                0.76532,                0.56749,                0.84952,                0.69892,                0.74562,                0.45947,                0.97878,                 2.3038,                0.83263,                 1.3302,              0.0006346,              0.0006346,              0.0006346
